,MGG (1),MGG (2),MGG (3),Raabe,Searle,Eckhardt-Müller,Werktitel (MGG),Titel des Werks ,Populartitel,Vertonung,Fassung,Version,Titel des untergeordneten Werks,Abteilungen / Akte / Abschnitte,Sammlung 1,Sammlung 2,Tonart,Taktart,Tempoangabe,Besetzung,Text-Incipits,Widmung an,Widmung diplomatisch,Kommentar zur Widmung,Musikalische Vorlage,Komponist,Textvorlage,Textdichter,Vorlage Kunstwerk,Künstler,Lokalitätsbezug,Kompositionszeitraum,"Entstehung und Herausgabe
(Fließtext)",Erstausgabe,Link Notentext EA,Anthologie,Folgeausgaben,UA,Weitere Aufführungen,Konzertberichte,Werkrezensionen,"Verweis auf andere ""Werke""",Briefstellen,Literatur (1),Seite (1),Literatur (2),Seite (2),Literatur (3),Seite (3),Literatur (4),Seite (4),Literatur (5),Seite(5),Neuausgaben,Bearbeiter,Kommentare Bearbeiter,Autographe Entwürfe (1),Link,Kommentar,Autographe Entwürfe (2),Link,Kommentar,Autographe Entwürfe (3),Kommentar,Autograph(e Stichvorlage) (1),Link ,Kommentar,Autograph(e Stichvorlage) (2),Link,Kommentar,Autograph(e Stichvorlage) (3),Link,Kommentar,Autographe Abschrift (1),Link,Kommentar,Autographe Abschrift (2),Link,Kommentar,Autographe Abschrift (3),Kommentar,Autographe Abschrift (4),Kommentar,Drucke mit Eintragungen von Liszts Hand (1),Link,Kommentar,Drucke mit Eintragungen von Liszts Hand (2),Link,Kommentar,"Auktionen, Katalog",Link,Kommentar
,A. Vokalmusik,I. Geistliche Musik für Soli und / oder Chor und Orchester,,481,7,I10,Cantantibus organis (Antiphona in festo Sancta Caeciliae),,,,,,,,,,,,,"gemCh., Orch./A, gemCh., Harm, Kl, Hf ad lib",,,,komponiert zur Inauguration des Palestrina Monuments in Rom 1880,,,,,,,,,,"Rom 1880†, Manganelli",,,"Lpz. 1881, Kahnt","UA: Rom, Mai 1880",,,,"L10, Q17, S53, S54",,,,,,,,,,,,MW v/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D-LEsta 21069 C.F. Kahnt, Nr.111/6 ",," Korrekturabzug mit autographen Anmerkungen.
Untertitel von Liszt korrigiert: ""Antiphona in festo S. Caeciliae""
Auf f.1r Stempel des Druckers ""W. Benicke Leipzig"" sowie Datierung ""28/7 80."".
Auf f.1r Bleistiftnotiz von Kahnt: ""NB Ich reise diesen Donnerstag nach Weimar und brauche deshalb bis morgen Abend in Exempl. form den korrigierten Abzug! 3/8 CF Kahnt""",,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,482,6,L15,"Die Glocken des Straßburger Münsters: 1 Excelsior! - Prélude, 2 Die Glocken (H.W. Longfellow)",,,,,,,,,,,,,"Mez, Bar, gemCh., Orch., Orgel",,,,,,,,,,,,,,"Lpz. 1875†, Schuberth",,,-,"UA: Budapest, 10.03.1875",,,,"A321, B42, E26, E38, T31, W8",,,,,,,,,,,,,,,D-WRgs GSA 60/B 13a,,,,,,,,D-WRgs GSA 60/B 12a ,,Nur Nr. 1. Excelsior! ,,,,,,,D-WRgs GSA 60/B 13b,,zeitgenössische Schrift; Korrektur von Liszt ,D-WRgs GSA 60/S 2,,Klavierauszug zeitgenössische Schrift ,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,537,67,L1,Festkantate zur Enthüllung des Beethoven-Denkmals in Bonn (O.L.B. Wolff) [1. Beethovenkantate],,,,,,,,,,,,,"2 S, 2 T, 2 B, Orch.",,,,"Der Schluss-Satz der Kantate ist eine freie Bearbeitung des 2. Satzes des B-Dur-Trios op. 97 für Soli, Chor und Orchester.",,,,,,,,,,-,,,-,"UA: Bonn, 13.08.1845",,,,"A126, B6",,Massenkeil 1989,384–385,Scholz 1993,33–43,Eckhardt 2002,69,,,,,"New York u.a. 1989†, Peters",,,,,,,,,,,D-WRgs GSA 60/B 14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,538,68,L12,Zur Säcularfeier Beethovens (A. Stern/Gregorovius) [2. Beethovenkantate],Zur Säcularfeier Beethovens,2. Beethoven-Kantate,,,,,,,,,,,"S, A, T, B, gemCh., Orch.",,,,,,,,,,,,,,"Lpz. 1870†, Kahnt",,,,"UA: Weimar, 29.05.1870",,,,,,Eckhardt 1986,62–65,Deaville 1985,515,Eckhardt 2002,110–111,,,,,,,,D-WRgs GSA 60/B 15,,,,,,,,H-Bn Ms.mus. 261,,Klavierauszug; unvollständig ,,,,,,,D-WRgs GSA 60/B15a,,zeitgenössische Schrift und Liszts Schrift; Stichvorlage Erstdruck ,A-Wn Mus.Hs.42683,,Klavierauzug ohne Einleitung; zeitgenössische Schrift mit Eintragungen von Liszt ,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,539,69,L8,Chöre zu Herders entfesseltem Prometheus (R. Pohl): 1. Version,Chöre zu Herders entfesseltem Prometheus,,,Version 1,,,,,,,,,"S, A, 2 T, 2 B, gemCh., Orch.",,,,,,,,,,,,,,"Lpz. 1861†, Kahnt",,,-,"UA: Weimar, 24.08.1850",,,,"A213, B24, G6",,Bertagnolli 2002,125–170,Bertagnolli 2002a,36–50,Altenburg 2006,122–130,,,,,,,,D-WRgs GSA 60/N 3,,,,,,,,D-WRgs GSA 60/S 1,,Klavierauszug ,,,,,,,D-WRgs GSA 60/B 16a,,Partitur ohne Singstimme und ohne Ouvertüre; Schrift: Raff und zeitgenössische Schrift; mit Korrekturen von Liszt ,S-Smf MMS 850,,Klavierauszug,,,,,D-WRgs GSA 60/B 16e,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,1 Chor der Oceaniden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,2 Chor der Tritonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,3 Chor der Dryaden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,4 Chor der Schnitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,5 Chor der Winzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,6 Chor der Unterirdischen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,7 Chor der Unsichtbaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,8 Schlusschor (Chor der Musen) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,539,69,L8,Chöre zu Herders entfesseltem Prometheus (R. Pohl): 2. Version,Chöre zu Herders entfesseltem Prometheus,,,Version 2,,,,,,,,,"S, A, 2 T, 2 B, DoppelCh., Orch.",,,,"Diese Fassung enthält den zu Konzertaufführungen verfassten, die einzelnen Nummern verbindenen Text R. Pohls.",,,,,,,,,,"Lpz. 1874, Kahnt",,,"Lpz. 1877 (rev.), Kahnt",,,,,,,Bertagnolli 2002,125–170,Altenburg 2006,122–130,,,,,,,,,,D-WRgs GSA 60/N 3,,,,,,,,,,,,,,,,,D-WRgs GSA 60/B 16c , ,Partitur der Chöre 1 bis 5; Schrift: Raff ,D-WRgs GSA 60/B 16d,,Partitur der Chöre 6-9; Schrift Raff ,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,1 Chor der Oceaniden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,2 Chor der Tritonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,3 Chor der Dryaden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,4 Chor der Schnitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,5 Chor der Winzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,6 Chor der Unterirdischen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,7 Chor der Unsichtbaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,8 Schlusschor (Chor der Musen),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,540,70,L9,An die Künstler (F. Schiller): 1. Version,An die Künstler,,,Version 1,,,,,,,,,"2 T, 2 B, MCh., Orch.",,,,,,,,,,,,,,"Bln. 1854†, Schlesinger",,,"Weimar 1854, Kühn","UA: Karlsruhe, 03.10.1853",,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/B 17a,,,,,,,,D-WRgs GSA 60/B 17b,,,,,,,,,D-WRgs GSA 60/B 17c,,Schrift von Raff; Titel eigenhändig Liszt ,,,,,,,,D-WRgs GSA 60/B 17d,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,540,70,L9,An die Künstler (F. Schiller): 2. Version,An die Künstler,,,Version 2,,,,,,,,,"2 T, 2 B, MCh., Orch.",,,,,,,,,,,,,,"Weimar 1854†, Kühn; Bln. 1854†, Schlesinger",,,,"UA: Weimar, 24.02.1854",,,,,,,,,,,,,,,,,,,,,,,,,,,D-MB B:Liszt ,,Klavierauszug; nicht ganz klar welche Fassung ? ,,,,,,,,,,,,,,,,,H-Bl Ms mus L 035 ,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,540,70,L9,An die Künstler (F. Schiller): 3. Version,An die Künstler,,,Version 3,,,,,,,,,"2 T, 2 B, MCh., Orch.",,,,,,,,,,,,,,"Weimar 1856†, Kühn",,,,"UA: Weimar, 05.09.1857",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,541,71,L11,Gaudeamus igitur (Humoreske 1870),Gaudeamus igitur. Humoreske,,,,,,,,,,,,"SoloSt. ad lib, MCh./gemCh., Orch.",,,,,,,,,,,,,,"Lpz. 1871†, Schuberth",,,-,"UA: Jena, 1870",,,,"A246, B34",,,,,,,,,,,,,,,,,,,,,,,US-AUSm Carlton Lake Collection Box-Folder os folder 62 ,,"Partitur der Uraufführung mit Dirigieranweisungen von Liszt; die Quelle ist laut N. Dufetel kein Autograph, dieses liegt in der Morgan Library (New York) ",,,,,,,,,"laut Raabe Abschrift im Besitz Prof. Fritz Stein., Kiel ",,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,547,80,L2,"Les quatre élémens (J. Autran): 1 La terre, 2 Les aquilons, 3 Les flots, 4 Les astres",Les quatre éléments,,,,,,,,,,,,"MCh., Orch.",,,,"--> M20, orchestriert von Conradi und Liszt",,,,,,,,,,-,,,-,"UA: Marseilles, 1845",,,,G3,,Bonner 1986,99–103,Scholz 1993,33–43,Gut 2009,502,,,,,,,,D-WRgs GSA 60/S 9,,,D-WRgs GSA 60/S 10,,,,,A-Wn Mus.Hs.43305,http://data.onb.ac.at/rec/AL00235266,Nur Nr. 2; 26.07.1844; nur Singstimme ohne Orchester ,,,,,,,D-WRgs GSA 60/B 20 ,,Schrift: Conradi; in einer Sammlung mit weiteren Vokalwerken von Liszt,D-WRgs GSA 60/B 21,,Schrift: Conradi mit Korrekturen von Liszt; in Sammlung mit anderen Vokalwerken Liszts,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,1 La terre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,2 Les aquilons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,3 Les flots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,4 Les astres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,548,81,L3,"Le forgeron (Le fer est dur, frappons, frappons) (F. de Lamennais)",,,,,,,,,,,,,"T, B, MCh., Orch.",,,,"--> M21, orchestriert von Conradi und Liszt",,,,,,,,,,-,,,-,,,,,T7,,,,,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/S 8,,Klavierauszug,,,,,,,D-WRgs GSA 60/B 20 ,,Schrift: Conradi; in einer Sammlung mit anderen Vokalwerken von Liszt,D-WRgs GSA 60/B 21,,Schrift: Conradi mit Korrekturen von Liszt; in Sammlung mit anderen Vokalwerken von Liszt ,D-WRgs GSA 60/S 17,Klavierauzug; zeitgenössische Schrift ,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,553,83,L5,Ungaria-Kantate (Aus Osten aus der Sonne Tor) (F. von Schober),,,,,,,,,,,,,"S, T, B, MQu. (Soli), MCh., Orch./Kl",,,,,,,,,,,,,,-,,,-,"UA: Weimar, 21.05.1912",,,,,,,,,,,,,,,,"EMB, 1961†",,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/S 4,,Weimar 1848; Rom 1865; zeitgenössische Schrift und Liszts Handschrift ,D-WRgs GSA 60/B 22,,Schrift: Conradi und Liszt; in Sammlung mit anderen Vokalwerken Liszts; instrumentiert von Conradi ,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,562,92/542b,A268,"Carl August weilt mit uns, Festgesang zur Enthüllung des Carl-August-Denkmals in Weimar",,,,,,,,,,,,,"gem.Ch od. MCh, Blas-Instr., Schlagwerk",,,,,,,,,,,,,,"Lpz. 1887†, Licht & Meyer",,,,"UA: Weimar, 03.09.1875",,,,I6,,,,,,,,,,,,,,,,,,,,,,,US-NYp JPB 92-1 Series 8 Folder 4 (Locked case),,,,,,,,,D-WRgs GSA 60/B 24a ,,zeitgenössische Schrift und Liszts Handschrift ,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,563,93,L17,Ungarisches Königslied (Sei gesegnet König der Magyaren) (Übers. L. Neugebauer) / Magyar király-dal (Aldott légyen Magyarok királya) (K. Ábrányi),,,,,,,,,,,,,MCh.a cappella od. gemCh.a cappella od. MCh./Kl od. gemCh/Kl od. gemCh/Orch. od. KinderCh,,,,,,,,,,,,,,"Budapest 1885†, Táborszky & Parsch",,,,"UA: Pressburg, 21.12.1884",,,,"A328, B60, N81",,Eckhardt 1986,74–76,,,,,,,,,,,,H-Bn Ms.mus. 1.210 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,635,339,L16,"Ungarns Gott (Hinweg, Kleinmütige) (Übers. L. Neugebauer) / A magyarok Istene (Félre kiskelküek) (A. Petöfi)",,,,,,,,,,,,,"Bar, MCh., Blas-Instr., Schlagwerk (od. Kl)",,,,,,,,,,,,,,-,,,-,"UA: Debrecen, 19.08.1882",,,,"A309, E37, M37",,Eckhardt 1986,140–143,,,,,,,,,,,,,,,,,,,,H-Bn Ms.mus. 7.444,,"Bearbeitung für Blechbläser und Pauken (Clarinette in A; (2) Hörner in F; ""Trompeten"" 2 Tenor Posaunen Bass Posaune und Tuba; Pauken und Becken) ",,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,638,345,L14,"Wartburg-Lieder aus dem lyrischen Festspiel ""Der Brautwillkomm auf Wartburg"" (Joseph Victor Scheffel): 1 Einleitung - An Frau Minne, 2 Wolfram von Eschenbach, 3 Heinrich von Ofterdingen, 4 Walther von der Vogelweide, 5 Der tugendhafte Schreiber, 6 Biterolf und der Schmied von Ruhla, 7 Reimar der Alte","Wartburg-Lieder aus dem lyrischen Festspiel ""Der Brautwillkomm auf Wartburg""",,,,,,,,,,,,"T, Bar, Bar/B, gemCh., Orch./Kl",,,,,,,Der Brautwillkommauf Wartburg,[Joseph Victor von Scheffel 118606832],,,,,,"Lpz. 1873†, Kahnt",,,"Lpz. ?1876, Kahnt","UA: Wartburg, 23.09.1873",,,,,,,,,,,,,,,,MW vii/3,UR,,D-WRgs GSA 60/D 71,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191556,,US-BApi ML96 .L774 18--,http://cdm16613.contentdm.oclc.org/cdm/compoundobject/collection/p16613coll2/id/1046/rec/1,,,,"D-WRgs GSA 60/D 71, 1",,Nur Lied Nr. 4 Walther von der Vogelweide 13. September 1873 ,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,1 Einleitung - An Frau Minne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,2 Wolfram von Eschenbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,3 Heinrich von Ofterdingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,4 Walther von der Vogelweide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,5 Der tugendhafte Schreiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,6 Biterolf und der Schmied von Ruhla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,,,,,,,,,,7 Reimar der Alte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,652,376,L13,"Die Allmacht von Franz Schubert (Groß ist Jehova, der Herr) (J.L. Pyrker) [D852/2]",,,,,,,,,,,,,"T, MSt., Orch., Orgel/Harm.",,,,,,,,,,,,,,"Lpz. 1872†, Schuberth",,,-,"UA: Budapest, 29.03.1871",,,,,,Auman 1991,14,,,,,,,,,,,,,,,,,,,,US-Wc ML96.L58 ,,,,,,,,,D-WRgs GSA 60/Q 5,,zeitgenössische Schrift; Titel von Liszt Handschrift ,D-WRgs GSA 60/S 15 ,,Version für Männerchor und Klavier mit einer extra Klavierstimme; Schrift Gottschlag ,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,-,67a,L6,Rinaldo (Goethe),,,,,,,,,,,,,"T, MCh., Orch./Kl",,,,"--> Musik von einem nicht identifizierten Komponisten, orchestriert von Conradi und Liszt",,,,,,,,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/S 5 ,,Klavierauszug,,,,,,,D-WRgs GSA 60/B 25,,Schrift: Conradi ,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,[549],[79],L4,Titan (Auf des Athos blauen Felsenspitzen) (F. von Schober),,,,,,,,,,,,,"Bar, MCh., Orch.",Auf des Athos blauen Felsenspitzen möcht ich sitzen,,,"--> M14, orchestriert von Conradi und Liszt",,,,Franz von Schober,,,,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/B 20 ,,Schrift: Conradi; in einer Sammlung mit weiteren Vokalwerken von Liszt,D-WRgs GSA 60/B 21,,Schrift: Conradi mit Korrekturen von Liszt; in Sammlung mit anderen Vokalwerken Liszts,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,[555],[85],L7,"Chor der Engel aus Goethe's Faust (Rosen, ihr blendenden)",,,,,,,,,,,,,"gemCh., Hf/Kl",,,,,,,,,,,,,,-,,,-,,,,,M29,,Johns 1985,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/Q 4,,"zeitgenössische Schrift; Version für Frauenchor, Klavier, Harfe und Harmonium ",D-WRgs GSA 60/S 16,,"Weimar, 28. Juli 1849; Version für Männerchor und Klavier; Schrift Liszt und C. v. Sayn-Wittgenstein",D-WRgs GSA 60/B 22,Schrift: Conrandi und Liszt; in Sammlung mit anderen Vokalwerken Liszts ,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,557a,87/1,L10,"Weimar's Volkslied (Von der Wartburg) (P. Cornelius): 1. Version, E",Weimar's Volkslied zur Carl-August-Feier,,,Version 1,,,,,,E-Dur,,,"MCh, Orch",,,,,,,,,,,,,,-,,,-,,,,,"M32a, A191, B16, E6, G19, N53",,Gottwald 1982,169,,,,,,,,,,,,,,,,,,,,D-Ngm Hs 107019,http://dlib.gnm.de/item/Hs107019/html,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,II. Weltliche Musik für Soli und / oder Chor und Orchester,,557b,87/2,L10,"Weimar's Volkslied (Von der Wartburg) (P. Cornelius): 2. Version, C",Weimar's Volkslied,,,Version 2,,,,,,C-Dur,,,"gemCh, Orch",,,,,,,,,,,,,,"Weimar 1857†, Kühn",,,,,,,,,,Gottwald 1982,169 ,,,,,,,,,,,,,,,,,,,,D-Ngm Hs 107019 ,http://dlib.gnm.de/item/Hs107019,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,"III. Geistliche Musik für Soli und / oder Chor a cappella oder mit Begleitung von Klavier, Orgel bzw. Instrumentalensemble",keine Quellen angegeben!,491b,15,J10,"Psalm 23 (Mein Gott, der ist mein Hirt) (J.G. Herder, nach dem Bibeltext): 3. Version","Der 23. Psalm: ""Mein Gott, der ist mein Hirt"". Nach Herders Übersetzung",,,Version 3,,,,,,,,,"gemCh., Orch.",,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,"III. Geistliche Musik für Soli und / oder Chor a cappella oder mit Begleitung von Klavier, Orgel bzw. Instrumentalensemble",keine Quellen angegeben!,536/2,32/2,J15b,"Christus ist geboren (Weihnachtslied II) (T. Landmesser): 2. Vertonung: Andante pietoso, 2/4: 2. Version, G",Christus ist geboren. Weihnachtslied von Theophil Landmesser,,Vertonung 2,Version 2,,,,,,G-Dur,2/4,,"MCh. a cappella, Orgel ad lib",,,,,,,,,,,,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A. Vokalmusik,"III. Geistliche Musik für Soli und / oder Chor a cappella oder mit Begleitung von Klavier, Orgel bzw. Instrumentalensemble",keine Quellen angegeben!,536d,32/3,J15c,"Christus ist geboren (T. Landmesser): 3. Vertonung: Andante pietoso, 2/4, G",Christus ist geboren. Weihnachtslied von Theophil Landmesser,,Vertonung 3,,,,,,,G-Dur,2/4,,"2 S, A a cappella",,,,,,,,,,,,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
